"game_date","analysis_target","game_ID","tile_List","winner","Loser","gamelog_json"
"2022/8/13 07:54","Dさん","東1-0","9s5m8p6s7m7p6z2p1z6z1p8m7z1s5z6m7z6m7z2z3m6s9m2z1m0s5m8m6p8s8m9m8m4s7p5m2s3s3z7s2z1p3m6p4m4z2s1s3z7z9p4p7m9p1m6z9p5s4s1s4z7p9s2m2m3p1z6m6s2s1p4p2s3s4p9m9s1m4s7s2m5p7s","P1","P2","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[0,0,0],[25000,25000,25000,25000],[34],[],[12,51,16,23,52,27,28,33,34,38,41,43,44],[46,36,22,18,16,36,53,26,18,32,42],[44,43,46,12,41,38,18,28,60,60,60],[11,14,14,17,19,22,23,26,28,35,36,37,45],[39,17,41,47,47,'47p4747',19,'c181719',38,34,33,21],[11,39,45,41,19,28,26,17,60,37,36],[13,24,25,26,28,29,31,35,38,41,42,43,45],[15,27,46,31,16,42,42,15,18,27,43],[31,43,42,45,46,60,60,31,38,41,60],[13,14,17,21,22,22,23,25,33,38,39,44,45],[28,46,21,45,47,13,11,18,19,15,37],[44,60,45,60,60,33,25,11,14,60,28],['和了',[-1000,2000,-500,-500],[1,1,1,'30符2飜500-1000点','役牌 中(1飜)','ドラ(1飜)']]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","東2-0","6m3m6p2p1z3s1s3p7p0m4m4p3p7m7s8s3m8p2p5z3z8p3z9s3s9p1s1m4s9p5s4p1p4p6z4z6m6z3s7z7p9m7s9m6m2m4z4m8s3m3z3m2m2p7s1m9p7m5p2s5m1m1z1p8s9m4z7z4p5z9s5z7m0s6s1p8s7p6z3z7z8m4m","P4","P3","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[1,0,0],[24000,27000,24500,24500],[46],[27],[12,14,18,18,28,28,29,31,31,34,35,36,46],[26,31,14,37,28],[46,26,29,60,'r12'],[19,23,23,33,34,35,36,41,42,42,42,44,45],[47,22,23,24,38,22],[19,44,41,45,60,23],[11,12,15,16,22,25,25,26,26,27,32,34,41],[16,41,27,23,13,45],[41,60,22,60,'r15',60],[15,17,18,21,52,26,32,32,36,37,39,39,42],[13,33,51,17,'p155115',43],[42,21,39,39,13,18],['和了',[10000,0,0,-8000],[0,3,0,'満貫8000点','立直(1飜)','一発(1飜)','裏ドラ(3飜)']]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","東3-0","7m5p7m2z3m2m4s2z5p4s2s9m1s4s4p3p7m3m3z0p2m6z4m7p3p7z4z7s7m1p7p9p3s5z8p9m1s9s9p3s2m8s6m7z1p4z7p9p2s8p3s4m8m6z8s8m2p6p0m1m5z2s6p5z1z7s8m3m3m8p6s2z2s1z3p8s7z3p1m4p1m2p4p","P1","P2","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[2,0,0],[33000,27000,23500,16500],[11],[23],[14,15,19,25,27,33,35,35,35,39,41,41,44],[25,12,34,34,13,46,47,'p252525',33,31,12],[19,27,44,39,33,60,60,15,60,60,14],[11,16,19,21,21,26,34,53,36,39,43,43,45],[17,34,32,24,43,14,44,21,45,39,38],[11,19,39,45,32,60,60,24,60,60,60],[14,24,28,29,31,36,37,37,38,39,42,43,46],[47,42,42,19,23,52,27,37,27,28,29],[42,43,31,46,47,19,'r14',60,60,60,60],[12,15,15,16,16,18,22,22,26,31,36,44,46],[17,13,25,31,17,12,23,17,29,19,33],[31,44,46,60,36,26,60,25,60,13,60],['和了',[0,-11600,12600,0],[2,1,2,'30符4飜11600点','平和(1飜)','立直(1飜)','赤ドラ(1飜)','裏ドラ(1飜)']]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","東3-1","4z4s1m1p7z5s1p3p6p9s3m1m4p8s3p7m7z6s5m2z6m5m4m2p7s6p4m3m0m1s5s8s3z8p1z9m9m9m1s0s8s2p1z3p5z3s6z4p7s2s6z4m2m1s6z3s3z0p5z3z7m3z7s1p9s3s3s7z2m1m9m5m8p1p5z6p8p2s2p1m7z4p8m","P1","P2","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[2,1,0],[33000,15400,35100,16500],[22],[],[12,14,17,18,22,29,32,36,38,39,44,44,45],[34,35,39,38,36,15,26,31,28,19,22,33,32,31,52,43,33],[29,45,60,60,60,44,44,39,38,32,31,36,60,60,12,60,60],[12,16,17,23,26,27,27,28,29,36,36,39,42],[11,21,13,23,15,14,14,35,41,31,41,46,46,46,45,37,33],[39,42,21,36,'r36',60,60,60,60,60,60,60,60,60,60,60,60],[13,16,18,18,24,27,27,29,29,32,34,37,41],[42,21,23,11,17,42,22,13,38,19,53,23,24,14,33,43,21,47],[60,60,41,29,18,60,37,11,60,32,19,53,34,60,60,60,60,60],[13,16,25,25,25,31,34,34,35,41,42,44,46],[44,47,26,24,47,16,37,51,43,19,38,45,37,12,43,17,39,12],[46,60,41,31,60,42,44,44,35,37,19,60,38,37,34,34,43,43],['流局',[-1000,3000,-1000,-1000]]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","東4-2","3m0m9m2p7p8s8s6z1m3s2m7z8s9p2s9s3p2m2z7m3z6s1z9s6p4s1z8p1s5z9p6p9s8m0p7z2p6z4p7s1p4p5s1p3p6z8p8m6m2s6m9m2m4p9p1s9m7p4m5p1z3s6p0s2z9s2p6s3m7m2s7p5m1s6p8m4z3p1z3s1m6m3z","P3","ツモ","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[3,2,1],[32000,17400,34100,15500],[41],[23],[12,14,14,15,16,19,28,32,34,35,36,37,47],[13,27,11,38,23,43,26,34,45,18,46,24],[19,47,60,32,60,60,'r34',60,60,60,60,60],[11,11,13,14,17,17,21,24,31,38,44,45,47],[51,38,33,29,12,36,41,29,52,37],[21,31,44,60,47,45,60,11,33,38],[15,22,27,28,29,33,35,36,37,42,43,44,45],[19,38,12,32,42,41,28,26,47],[43,19,44,45,12,60,32,33,60],[13,18,21,23,25,25,34,34,37,42,43,44,45],[46,22,46,47,39,17,39,'3434p34',31,39,22,'4646p46'],[43,44,45,60,13,37,42,17,60,18,21,23],['和了',[5200,-3200,0,0],[0,1,0,'40符2飜2600点','断幺九(1飜)','立直(1飜)','裏ドラ(0飜)']]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","南1-0","3p2z2m4p6p9m3z8p1s4m4z5s6m4p9s1p3m2s0s7m5z8p6p6m2m9s9p4s9s7p7p8m1s2z3p3m3m1p8m5z5z2p5s4p4m6z4p9m5p9p8p9p6s5p8p0p6s1m9s9p7s5z1m4m1z2s2z8s9m1z3s8s1m7m1m2p6m3p8s7z6s7z1p","P4","ツモ","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[4,0,0],[36200,14200,34100,15500],[38],[],[12,13,14,18,22,26,27,31,33,36,37,41,42],[46,12,26,19,14,24,32,28,39,27,42,13,45,14,25,36,36,37,41,19],[41,42,46,12,22,60,26,19,18,60,60,60,60,39,28,27,26,25,60,60],[16,17,22,23,31,32,33,34,37,41,43,44,47],[23,24,43,44,39,53,26,29,27,23,21,22,46,29,25,11,45,32],[43,44,47,41,43,44,60,60,60,39,60,37,60,60,22,60,60,31],[12,15,17,18,25,27,32,33,34,37,38,43,43],['p434343',28,35,21,17,16,34,18,'c393738',18,35,24,28,28,39,11,42],[12,25,15,60,27,28,18,60,16,60,32,60,60,60,60,60,60],[51,15,15,19,21,26,34,35,44,44,46,46,47],[42,'44p4444','4646p46',31,16,13,45,12,39,31,13,45,24,19,29,52,29,14,38],[21,26,42,60,19,60,60,60,47,60,60,60,60,60,60,16,39,29,14],['流局',[1500,-1500,1500,-1500]]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","南1-1","8s7p7z8p5p3p9s6m7m5s4p5m2s8s4s1z9s0p3s3p3s1s5m3s3z3m5p1p6z1m8m1z9p1s8m4m9p4m4p3s4z1z7z3z7s2z7m6p7z8p3m6z3m7m2p2s6m4z8p6z1p4s1z6m7z2s6s1m6p9m2m4p3m1m4z3p1s1s3p5z3z6p7s","P4","P1","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[4,1,0],[37700,12700,35600,14000],[26],[41],[11,12,14,22,27,31,31,36,37,43,44,45,45],[47,46,23,14,25,37,19],[44,43,47,46,11,12,45],[11,12,15,21,22,27,28,29,31,53,39,42,47],[13,16,41,14,17,45],[42,47,39,31,41,60],[17,18,21,22,23,24,31,32,34,35,37,37,44],[27,35,29,19,28,33],[44,31,32,21,'r35'],[12,13,15,26,26,32,34,38,39,41,44,46,46],[38,16,32,'4646p46',36,13],[44,39,41,34,60,32],['和了',[-4100,-2100,9300,-2100],[2,2,2,'満貫2000-4000点','門前清自摸和(1飜)','平和(1飜)','立直(1飜)','一発(1飜)','ドラ(1飜)','裏ドラ(0飜)']]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","南2-0","3m7p8s6z6m5s6m3p1z9p2s4m5p4m9m6s7s7m8p3m9m5z3s8s8p2m4s9s3m8m4s7z3s9p8p9m4m4p1m5s1z3z6s8m9m6z8s7m5m0m6p6m2z3z5p4p5p3s4p5z2p0p2z3s1p3p7z9s6s2z7p3z7m4z2s9p3p1z6p1p1m8m6m","P3","ツモ","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[5,0,0],[33600,10600,43900,11900],[23],[31],[51,16,18,19,19,19,24,25,28,35,36,37,38],[47,39,24,34,33,15,13,18,18],[60,28,18,'r25',60,60,60,60,60],[11,12,14,15,17,18,21,22,22,36,37,42,42],[45,28,16,15,41,23,'c151416','c131112','42p4242',41,14],[21,60,45,22,22,60,36,37,41,60,60],[12,27,27,27,29,34,53,35,36,38,39,44,46],[38,25,17,32,39,33,33,25,46,29],[44,39,46,60,25,39,60,60,36,33],[12,14,21,22,26,29,32,34,39,42,43,45,45],[27,23,35,38,52,31,43,21,11,31],[32,34,12,14,39,45,45,42,22,23],['和了',[9000,-8000,0,0],[0,1,0,'満貫8000点','立直(1飜)','ドラ(2飜)','赤ドラ(1飜)','裏ドラ(0飜)']]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","南3-0","3z6m3z4z9m5s6s7p1s5m0p5p1z7p3m8p3m4p8p2p8p1s7p2z4m9m0s1z4s6s1p2m4s2s2m4z2s5z3m6p6z9m7p5s5p9s7m7s6m7m3s7m5z1z1p6z2s7z8s4s8m3p1p4p5z8p0m2z3s6m3z6p7s9p3s1s2p9p9p2p2z7z9p","P4","ツモ","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[6,0,0],[41600,2600,43900,11900],[29,22],[],[11,13,18,21,24,32,34,36,38,42,44,44,45],[16,35,15,27,24,31,27,53,21,12,32,46,25,16,17,21,38,21,29,51],[38,42,45,60,32,60,11,27,34,36,12,32,46,13,25,44,44,'212121a21',35,24],[12,14,14,16,17,23,25,26,36,37,37,38,46],[43,36,52,13,28,42,41,12,44,45,19,39,'c131214','p255225',46,34,24,42],[46,23,12,43,37,36,42,28,41,44,60,60,26,45,60,60,60,60],[11,11,11,15,15,18,18,26,35,38,39,39,43],[47,44,27,25,28,22,14,34,34,13,27,17,17,45,32,18,45],[26,38,60,60,60,60,35,60,60,44,39,39,27,60,60,47,60],[12,14,19,22,23,23,24,31,33,39,41,46,47],[43,19,31,41,13,28,'3131p31',19,36,32,'41p4141',26,35,37,33,41,47,23,28],[33,14,12,22,60,60,24,43,60,60,46,60,60,47,60,60,60,39,60],['流局',[-1000,-1000,-1000,3000]]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
"2022/8/13 07:54","Dさん","南4-0","2z3z3m1z7m5m6s8s2s8s3z4s9s4z9s5s7p5z2s4p9m1z1z4s1s2m7s3p1p4s7z9m6m8m2p6p2z4z6z4p6z4m7s8p7p9m6z8p2z4s3m1p1s5p7z5z7m8s3p0p2z4z0s7p7p0m2s9p9p4m3s1m4z7z6s2p2m4m7m1m3z9p5p","P4","P1","{'dan':['雀豪★1','雀豪★1','雀聖★3','雀豪★1'],'lobby':0,'log':[[[7,1,0],[40600,1600,42900,14900],[17],[],[16,16,19,21,23,23,24,28,29,31,33,33,36],[42,17,32,39,27,19,31,34,18,44,14,19,34,25,38,44,51],[60,36,33,60,21,23,16,17,16,60,18,31,31,34,60,60,19],[14,17,18,18,22,26,32,35,35,39,45,46,47],[43,15,38,44,45,41,'c161517','18p1818',47,22,46,37,46,13,47,23,53,32],[39,43,45,60,47,45,46,41,60,32,60,60,38,46,60,60,26,60],[11,15,16,21,22,24,25,26,26,31,37,37,41],[13,36,43,39,32,41,12,23,19,26,24,28,28,21,45,52,27,29],[41,31,60,21,60,60,22,37,60,39,23,60,37,60,60,11,26,27],[11,12,12,13,13,15,18,28,33,36,38,39,43],[45,41,38,34,35,24,34,37,21,16,42,46,27,42,31,17,42,27,29],[60,60,39,43,28,60,15,18,60,60,60,60,60,60,60,37,60,60,60],['流局',[1500,1500,-1500,-1500]]]],'name':['Aさん','Bさん','Cさん','Dさん'],'rate':[1754.0,736.0,3967.0,1255.0],'ratingc':'PF4','rule':{'aka':0,'aka51':1,'aka52':1,'aka53':1,'disp':'玉の間南喰赤'},'sx':['C','C','C','C']}"
